rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
969,Automating Feature Subspace Exploration via Multi-Agent Reinforcement Learning,"Kunpeng Liu, Yanjie Fu, Pengfei Wang et al",2019,https://doi.org/10.1145/3292500.3330868,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",openalex:marl,68,0.92,https://doi.org/10.1145/3292500.3330868,,,,,unresolved,unavailable
970,Coordination for Multienergy Microgrids Using Multiagent Reinforcement Learning,"Dawei Qiu, Tianyi Chen, Goran Strbac et al",2022,https://doi.org/10.1109/tii.2022.3168319,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",openalex:dec-pomdp,50,0.92,https://doi.org/10.1109/tii.2022.3168319,,,,,unresolved,unavailable
971,Recommender Systems Meet Large Language Model Agents: A Survey,"Xi Zhu, Yu Wang, Hang Gao et al",2025,https://doi.org/10.1561/3300000050,candidate,survey,Surveys and Taxonomies,openalex:llm-mas-surveys,7,0.92,https://doi.org/10.1561/3300000050,,,,,unresolved,unavailable
972,"Highlights of the Issue: Governance, Agents, Evolutionary Search",Kristen W Carlson,2025,https://doi.org/10.70777/si.v2i3.15417,candidate,survey,Surveys and Taxonomies,openalex:society,1,0.92,https://doi.org/10.70777/si.v2i3.15417,,,,,unresolved,unavailable
973,Agentic Large Language Models for Healthcare: Current Progress and Future Opportunities,Han Yuan,2025,https://doi.org/10.1002/med4.70000,candidate,survey,Surveys and Taxonomies,openalex:medical-agents,14,0.92,https://doi.org/10.1002/med4.70000,,,,,unresolved,unavailable
975,Antrocon — Multi-Agent LLM Orchestration System,"Massinger, Corbinian Elias",2026,https://doi.org/10.5281/zenodo.18648837,candidate,survey,Surveys and Taxonomies,openalex:orchestration,0,0.92,https://openalex.org/W7129005410,,,,,unresolved,unavailable
977,Coding Agents: A Comprehensive Survey of Automated Bug Fixing Systems and Benchmarks,"Meghana Puvvadi, Sai Kumar Arava, Adarsh Santoria et al",2025,https://doi.org/10.1109/csnt64827.2025.10968728,candidate,survey,Surveys and Taxonomies,openalex:llm-mas-surveys;openalex:swe-benchmarks,2,0.92,https://doi.org/10.1109/csnt64827.2025.10968728,,,,,unresolved,unavailable
978,"Large Language Model Agents: A Comprehensive Survey on Architectures, Capabilities, and Applications","Yiming Lei, Jiawei Xu, Chia Xin Liang et al",2025,https://doi.org/10.20944/preprints202512.2119.v1,candidate,survey,Surveys and Taxonomies,openalex:llm-mas-surveys;openalex:swe-benchmarks,1,0.92,https://doi.org/10.20944/preprints202512.2119.v1,,,,,unresolved,unavailable
980,"Large Language Model Agents for Biomedicine: A Comprehensive Review of Methods, Evaluations, Challenges, and Future Directions","Xiaoran Xu, Ravi Sankar",2025,https://doi.org/10.3390/info16100894,candidate,survey,Surveys and Taxonomies,openalex:agent-benchmarks;openalex:llm-mas-surveys;openalex:tool-use,4,0.92,https://doi.org/10.3390/info16100894,,,,,unresolved,unavailable
982,Agentic AI and Large Language Models in Radiology: Opportunities and Hallucination Challenges,"Sara Salehi, Yashbir Singh, Kelly K. Horst et al",2025,https://doi.org/10.3390/bioengineering12121303,candidate,survey,Surveys and Taxonomies,openalex:medical-agents;openalex:orchestration,4,0.92,https://doi.org/10.3390/bioengineering12121303,,,,,unresolved,unavailable
