rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
34,RoCo: Dialectic Multi-Robot Collaboration with Large Language Models,Mandi et al,2023,2307.04738,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400;openalex:collaboration;openalex:planning;openalex:reasoning;openalex:robot-collaboration,118,1.0,https://doi.org/10.1109/icra57147.2024.10610855,2307.04738,papers_extra/multi-agent-triaged/0034_2307.04738,papers_extra/multi-agent-triaged/0034_2307.04738/paper.pdf,papers_extra/multi-agent-triaged/0034_2307.04738/source,present,present
35,Scalable Multi-Robot Collaboration with Large Language Models: Centralized or Decentralized Systems?,Chen et al,2023,2309.15943,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400;openalex:frameworks;openalex:planning;openalex:robot-collaboration,64,1.0,https://doi.org/10.1109/icra57147.2024.10610676,2309.15943,papers_extra/multi-agent-triaged/0035_2309.15943,papers_extra/multi-agent-triaged/0035_2309.15943/paper.pdf,papers_extra/multi-agent-triaged/0035_2309.15943/source,present,present
36,Learning when to Communicate at Scale in Multiagent Cooperative and Competitive Tasks,Singh et al,2019,1812.09755,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,1812.09755,papers_extra/multi-agent-triaged/0036_1812.09755,papers_extra/multi-agent-triaged/0036_1812.09755/paper.pdf,papers_extra/multi-agent-triaged/0036_1812.09755/source,present,present
37,Co-NavGPT: Multi-Robot Cooperative Visual Semantic Navigation using Large Language Models,Yu et al,2023,2310.07937,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2310.07937,papers_extra/multi-agent-triaged/0037_2310.07937,papers_extra/multi-agent-triaged/0037_2310.07937/paper.pdf,papers_extra/multi-agent-triaged/0037_2310.07937/source,present,present
38,MAVEN: Multi-Agent Variational Exploration,Mahajan et al,2019,1910.07483,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,1910.07483,papers_extra/multi-agent-triaged/0038_1910.07483,papers_extra/multi-agent-triaged/0038_1910.07483/paper.pdf,papers_extra/multi-agent-triaged/0038_1910.07483/source,present,present
39,QPLEX: Duplex Dueling Multi-Agent Q-Learning,Wang et al,2021,2008.01062,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2008.01062,papers_extra/multi-agent-triaged/0039_2008.01062,papers_extra/multi-agent-triaged/0039_2008.01062/paper.pdf,papers_extra/multi-agent-triaged/0039_2008.01062/source,present,present
40,RODE: Learning Roles to Decompose Multi-Agent Tasks,Wang et al,2021,2010.01523,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2010.01523,papers_extra/multi-agent-triaged/0040_2010.01523,papers_extra/multi-agent-triaged/0040_2010.01523/paper.pdf,papers_extra/multi-agent-triaged/0040_2010.01523/source,present,present
42,Intrinsic Memory Agents: Heterogeneous Multi-Agent LLM Systems through Structured Contextual Memory,Yuen et al,2025,2508.08997,candidate,trend,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2508.08997,papers_extra/multi-agent-triaged/0042_2508.08997,papers_extra/multi-agent-triaged/0042_2508.08997/paper.pdf,papers_extra/multi-agent-triaged/0042_2508.08997/source,present,present
43,Mirix: Multi-agent memory system for llm-based agents,Wang et al,2025,2507.07957,candidate,trend,LLM Multi-Agent Frameworks and Coordination,curated-400;openalex:llm-mas,1,1.0,http://arxiv.org/abs/2507.07957,2507.07957,papers_extra/multi-agent-triaged/0043_2507.07957,papers_extra/multi-agent-triaged/0043_2507.07957/paper.pdf,papers_extra/multi-agent-triaged/0043_2507.07957/source,present,present
44,"MAgIC: Investigation of Large Language Model Powered Multi-Agent in Cognition, Adaptability, Rationality and Collaboration",Xu et al,2023,2311.08562,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400;openalex:collaboration,6,1.0,https://doi.org/10.18653/v1/2024.emnlp-main.416,2311.08562,papers_extra/multi-agent-triaged/0044_2311.08562,papers_extra/multi-agent-triaged/0044_2311.08562/paper.pdf,papers_extra/multi-agent-triaged/0044_2311.08562/source,present,present
45,AgentCoord: Coordination Strategies in Multi-Agent LLM Systems,Anderson et al,2024,2404.11943,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400;openalex:collaboration,6,1.0,http://arxiv.org/abs/2404.11943,2404.11943,papers_extra/multi-agent-triaged/0045_2404.11943,papers_extra/multi-agent-triaged/0045_2404.11943/paper.pdf,papers_extra/multi-agent-triaged/0045_2404.11943/source,present,present
49,Towards efficient llm grounding for embodied multi-agent collaboration,Zhang et al,2024,2405.14314,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2405.14314,papers_extra/multi-agent-triaged/0049_2405.14314,papers_extra/multi-agent-triaged/0049_2405.14314/paper.pdf,papers_extra/multi-agent-triaged/0049_2405.14314/source,present,present
51,Parallelized Planning-Acting for Efficient LLM-based Multi-Agent Systems,Li et al,2025,2503.03505,candidate,trend,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2503.03505,papers_extra/multi-agent-triaged/0051_2503.03505,papers_extra/multi-agent-triaged/0051_2503.03505/paper.pdf,papers_extra/multi-agent-triaged/0051_2503.03505/source,present,present
52,Which Agent Causes Task Failures and When? On Automated Failure Attribution of LLM Multi-Agent Systems,Zhang et al,2025,2505.00212,candidate,trend,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2505.00212,papers_extra/multi-agent-triaged/0052_2505.00212,papers_extra/multi-agent-triaged/0052_2505.00212/paper.pdf,papers_extra/multi-agent-triaged/0052_2505.00212/source,present,present
53,HuggingGPT: Solving AI Tasks with ChatGPT and its Friends in Hugging Face,Shen et al,2023,2303.17580,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2303.17580,papers_extra/multi-agent-triaged/0053_2303.17580,papers_extra/multi-agent-triaged/0053_2303.17580/paper.pdf,papers_extra/multi-agent-triaged/0053_2303.17580/source,present,present
54,TaskMatrix.AI: Completing Tasks by Connecting Foundation Models with Millions of APIs,Liang et al,2023,2303.16434,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2303.16434,papers_extra/multi-agent-triaged/0054_2303.16434,papers_extra/multi-agent-triaged/0054_2303.16434/paper.pdf,papers_extra/multi-agent-triaged/0054_2303.16434/source,present,present
55,On the Utility of Learning about Humans for Human-AI Coordination,Carroll et al,2019,1910.05789,candidate,core,LLM Multi-Agent Frameworks and Coordination,arxiv:human-ai-coordination;curated-400,0,1.0,https://arxiv.org/abs/1910.05789,1910.05789,papers_extra/multi-agent-triaged/0055_1910.05789,papers_extra/multi-agent-triaged/0055_1910.05789/paper.pdf,papers_extra/multi-agent-triaged/0055_1910.05789/source,present,present
56,Enhancing diagnostic accuracy through multi-agent conversations: Using large language models to mitigate cognitive bias,Ke et al,2024,2401.14589,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400;openalex:medical-agents,5,1.0,http://arxiv.org/abs/2401.14589,2401.14589,papers_extra/multi-agent-triaged/0056_2401.14589,papers_extra/multi-agent-triaged/0056_2401.14589/paper.pdf,papers_extra/multi-agent-triaged/0056_2401.14589/source,present,present
58,Optima: Optimizing Effectiveness and Efficiency for LLM-Based Multi-Agent System,Chen et al,2024,2410.08115,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400;openalex:llm-mas,6,1.0,https://doi.org/10.18653/v1/2025.findings-acl.601,2410.08115,papers_extra/multi-agent-triaged/0058_2410.08115,papers_extra/multi-agent-triaged/0058_2410.08115/paper.pdf,papers_extra/multi-agent-triaged/0058_2410.08115/source,present,present
59,Synthesizing post-training data for llms through multi-agent simulation,Tang et al,2024,2410.14251,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2410.14251,papers_extra/multi-agent-triaged/0059_2410.14251,papers_extra/multi-agent-triaged/0059_2410.14251/paper.pdf,papers_extra/multi-agent-triaged/0059_2410.14251/source,present,present
60,Cooperative Multi-agent Bandits: Distributed Algorithms with Optimal Individual Regret and Constant Communication Costs,Yang et al,2023,2308.04314,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2308.04314,papers_extra/multi-agent-triaged/0060_2308.04314,papers_extra/multi-agent-triaged/0060_2308.04314/paper.pdf,papers_extra/multi-agent-triaged/0060_2308.04314/source,present,present
61,DesignGPT: Multi-Agent Collaboration in Design,Ding et al,2023,2311.11591,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2311.11591,papers_extra/multi-agent-triaged/0061_2311.11591,papers_extra/multi-agent-triaged/0061_2311.11591/paper.pdf,papers_extra/multi-agent-triaged/0061_2311.11591/source,present,present
62,Learning multi-agent communication from graph modeling perspective,Hu et al,2024,2405.08550,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2405.08550,papers_extra/multi-agent-triaged/0062_2405.08550,papers_extra/multi-agent-triaged/0062_2405.08550/paper.pdf,papers_extra/multi-agent-triaged/0062_2405.08550/source,present,present
64,Multi-agent design: Optimizing agents with better prompts and topologies,Zhou et al,2025,2502.02533,candidate,trend,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2502.02533,papers_extra/multi-agent-triaged/0064_2502.02533,papers_extra/multi-agent-triaged/0064_2502.02533/paper.pdf,papers_extra/multi-agent-triaged/0064_2502.02533/source,present,present
65,MAS-ProVe: Understanding the Process Verification of Multi-Agent Systems,Venkataramani et al,2026,2602.03053,candidate,trend,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2602.03053,papers_extra/multi-agent-triaged/0065_2602.03053,papers_extra/multi-agent-triaged/0065_2602.03053/paper.pdf,papers_extra/multi-agent-triaged/0065_2602.03053/source,present,present
75,Should We Be Going MAD? A Look at Multi-Agent Debate Strategies for LLMs,Smit et al,2023,2311.17371,candidate,core,"Debate, Reasoning, and Aggregation",curated-400;openalex:debate,4,1.0,http://arxiv.org/abs/2311.17371,2311.17371,papers_extra/multi-agent-triaged/0075_2311.17371,papers_extra/multi-agent-triaged/0075_2311.17371/paper.pdf,papers_extra/multi-agent-triaged/0075_2311.17371/source,present,present
76,"CoMM: Collaborative Multi-Agent, Multi-Reasoning-Path Prompting for Complex Problem Solving",Chen et al,2024,2404.17729,candidate,core,"Debate, Reasoning, and Aggregation",curated-400;openalex:reasoning,13,1.0,https://doi.org/10.18653/v1/2024.findings-naacl.112,2404.17729,papers_extra/multi-agent-triaged/0076_2404.17729,papers_extra/multi-agent-triaged/0076_2404.17729/paper.pdf,papers_extra/multi-agent-triaged/0076_2404.17729/source,present,present
78,Examining Inter-Consistency of Large Language Models Collaboration: An In-depth Analysis via Debate,Xiong et al,2023,2305.11595,candidate,core,"Debate, Reasoning, and Aggregation",curated-400;local-bib,0,1.0,,2305.11595,papers_extra/multi-agent-triaged/0078_2305.11595,papers_extra/multi-agent-triaged/0078_2305.11595/paper.pdf,papers_extra/multi-agent-triaged/0078_2305.11595/source,present,present
79,ART: Automatic Multi-Step Reasoning and Tool-Use for Large Language Models,Paranjape et al,2023,2303.09014,candidate,core,"Debate, Reasoning, and Aggregation",curated-400,0,1.0,,2303.09014,papers_extra/multi-agent-triaged/0079_2303.09014,papers_extra/multi-agent-triaged/0079_2303.09014/paper.pdf,papers_extra/multi-agent-triaged/0079_2303.09014/source,present,present
80,Chameleon: Plug-and-Play Compositional Reasoning with Large Language Models,Lu et al,2023,2304.09842,candidate,core,"Debate, Reasoning, and Aggregation",curated-400,0,1.0,,2304.09842,papers_extra/multi-agent-triaged/0080_2304.09842,papers_extra/multi-agent-triaged/0080_2304.09842/paper.pdf,papers_extra/multi-agent-triaged/0080_2304.09842/source,present,present
81,"ChatLLM Network: More Brains, More Intelligence",Hao et al,2023,2304.12998,candidate,core,"Debate, Reasoning, and Aggregation",curated-400,0,1.0,,2304.12998,papers_extra/multi-agent-triaged/0081_2304.12998,papers_extra/multi-agent-triaged/0081_2304.12998/paper.pdf,papers_extra/multi-agent-triaged/0081_2304.12998/source,present,present
83,ReConcile: Round-Table Conference Improves Reasoning via Consensus among Diverse LLMs,Chen et al,2023,2309.13007,candidate,core,"Debate, Reasoning, and Aggregation",curated-400;openalex:debate;openalex:reasoning,34,1.0,https://doi.org/10.18653/v1/2024.acl-long.381,2309.13007,papers_extra/multi-agent-triaged/0083_2309.13007,papers_extra/multi-agent-triaged/0083_2309.13007/paper.pdf,papers_extra/multi-agent-triaged/0083_2309.13007/source,present,present
84,Wider and Deeper LLM Networks Are Fairer LLM Evaluators,Zhang et al,2023,2308.01862,candidate,core,"Debate, Reasoning, and Aggregation",curated-400,0,1.0,,2308.01862,papers_extra/multi-agent-triaged/0084_2308.01862,papers_extra/multi-agent-triaged/0084_2308.01862/paper.pdf,papers_extra/multi-agent-triaged/0084_2308.01862/source,present,present
86,Debate or Vote: Which Yields Better Decisions in Multi-Agent Large Language Models?,Choi et al,2025,2508.17536,candidate,trend,"Debate, Reasoning, and Aggregation",arxiv:debate;curated-400,0,1.0,https://arxiv.org/abs/2508.17536,2508.17536,papers_extra/multi-agent-triaged/0086_2508.17536,papers_extra/multi-agent-triaged/0086_2508.17536/paper.pdf,papers_extra/multi-agent-triaged/0086_2508.17536/source,present,present
88,Corex: Pushing the Boundaries of Complex Reasoning through Multi-Model Collaboration,Sun et al,2023,2310.00280,candidate,core,"Debate, Reasoning, and Aggregation",curated-400,0,1.0,,2310.00280,papers_extra/multi-agent-triaged/0088_2310.00280,papers_extra/multi-agent-triaged/0088_2310.00280/paper.pdf,papers_extra/multi-agent-triaged/0088_2310.00280/source,present,present
89,"MRKL Systems: A Modular, Neuro-Symbolic Architecture that Combines Large Language Models, External Knowledge Sources and Discrete Reasoning",Karpas et al,2022,2205.00445,candidate,core,"Debate, Reasoning, and Aggregation",curated-400,0,1.0,,2205.00445,papers_extra/multi-agent-triaged/0089_2205.00445,papers_extra/multi-agent-triaged/0089_2205.00445/paper.pdf,papers_extra/multi-agent-triaged/0089_2205.00445/source,present,present
90,ViperGPT: Visual Inference via Python Execution for Reasoning,Suris et al,2023,2303.08128,candidate,core,"Debate, Reasoning, and Aggregation",curated-400,0,1.0,,2303.08128,papers_extra/multi-agent-triaged/0090_2303.08128,papers_extra/multi-agent-triaged/0090_2303.08128/paper.pdf,papers_extra/multi-agent-triaged/0090_2303.08128/source,present,present
92,Confidence Calibration and Rationalization for LLMs via Multi-Agent Deliberation,Yang et al,2024,2404.09127,candidate,core,"Debate, Reasoning, and Aggregation",curated-400,0,1.0,,2404.09127,papers_extra/multi-agent-triaged/0092_2404.09127,papers_extra/multi-agent-triaged/0092_2404.09127/paper.pdf,papers_extra/multi-agent-triaged/0092_2404.09127/source,present,present
94,Improving LLM Reasoning with Multi-Agent Tree-of-Thought Validator Agent,Haji et al,2024,2409.11527,candidate,core,"Debate, Reasoning, and Aggregation",arxiv:reasoning;curated-400,0,1.0,https://arxiv.org/abs/2409.11527,2409.11527,papers_extra/multi-agent-triaged/0094_2409.11527,papers_extra/multi-agent-triaged/0094_2409.11527/paper.pdf,papers_extra/multi-agent-triaged/0094_2409.11527/source,present,present
95,Malt: Improving reasoning with multi-agent llm training,Motwani et al,2024,2412.01928,candidate,core,"Debate, Reasoning, and Aggregation",curated-400;openalex:reasoning,3,1.0,http://arxiv.org/abs/2412.01928,2412.01928,papers_extra/multi-agent-triaged/0095_2412.01928,papers_extra/multi-agent-triaged/0095_2412.01928/paper.pdf,papers_extra/multi-agent-triaged/0095_2412.01928/source,present,present
97,Let models speak ciphers: Multiagent debate through embeddings,Pham et al,2023,2310.06272,candidate,core,"Debate, Reasoning, and Aggregation",curated-400,0,1.0,,2310.06272,papers_extra/multi-agent-triaged/0097_2310.06272,papers_extra/multi-agent-triaged/0097_2310.06272/paper.pdf,papers_extra/multi-agent-triaged/0097_2310.06272/source,present,present
99,Learning to Break: Knowledge-Enhanced Reasoning in Multi-Agent Debate System,Wang et al,2024,2312.04854,candidate,core,"Debate, Reasoning, and Aggregation",curated-400,0,1.0,,2312.04854,papers_extra/multi-agent-triaged/0099_2312.04854,papers_extra/multi-agent-triaged/0099_2312.04854/paper.pdf,papers_extra/multi-agent-triaged/0099_2312.04854/source,present,present
100,Materealize: a multi-agent deliberation system for end-to-end material design and synthesis,Kim et al,2026,2601.15743,candidate,trend,"Debate, Reasoning, and Aggregation",curated-400,0,1.0,,2601.15743,papers_extra/multi-agent-triaged/0100_2601.15743,papers_extra/multi-agent-triaged/0100_2601.15743/paper.pdf,papers_extra/multi-agent-triaged/0100_2601.15743/source,present,present
105,Adapting LLM Agents Through Communication,Wang et al,2023,2310.01444,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2310.01444,papers_extra/multi-agent-triaged/0105_2310.01444,papers_extra/multi-agent-triaged/0105_2310.01444/paper.pdf,papers_extra/multi-agent-triaged/0105_2310.01444/source,present,present
106,Exploring Collaboration Mechanisms for LLM Agents: A Social Psychology View,Zhang et al,2023,2310.02124,candidate,bridge,Agent Foundations and Infrastructure,arxiv:society;curated-400;local-bib;openalex:collaboration;openalex:debate,9,1.0,https://arxiv.org/abs/2310.02124,2310.02124,papers_extra/multi-agent-triaged/0106_2310.02124,papers_extra/multi-agent-triaged/0106_2310.02124/paper.pdf,papers_extra/multi-agent-triaged/0106_2310.02124/source,present,present
107,AgentPoison: Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases,Chen et al,2024,2407.12784,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2407.12784,papers_extra/multi-agent-triaged/0107_2407.12784,papers_extra/multi-agent-triaged/0107_2407.12784/paper.pdf,papers_extra/multi-agent-triaged/0107_2407.12784/source,present,present
108,Building Cooperative Embodied Agents Modularly with Large Language Models,Zhang et al,2023,2307.02485,candidate,bridge,Agent Foundations and Infrastructure,arxiv:language-agents;curated-400;openalex:emergent-communication;openalex:reasoning,37,1.0,https://arxiv.org/abs/2307.02485,2307.02485,papers_extra/multi-agent-triaged/0108_2307.02485,papers_extra/multi-agent-triaged/0108_2307.02485/paper.pdf,papers_extra/multi-agent-triaged/0108_2307.02485/source,present,present
110,Exploring Large Language Models for Communication Games: An Empirical Study on Werewolf,Xu et al,2023,2309.04658,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2309.04658,papers_extra/multi-agent-triaged/0110_2309.04658,papers_extra/multi-agent-triaged/0110_2309.04658/paper.pdf,papers_extra/multi-agent-triaged/0110_2309.04658/source,present,present
111,AgentCF: Collaborative Learning with Autonomous Language Agents for Recommender Systems,Zhang et al,2023,2310.09233,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2310.09233,papers_extra/multi-agent-triaged/0111_2310.09233,papers_extra/multi-agent-triaged/0111_2310.09233/paper.pdf,papers_extra/multi-agent-triaged/0111_2310.09233/source,present,present
112,Agents: An Open-source Framework for Autonomous Language Agents,Zhou et al,2023,2309.07870,candidate,bridge,Agent Foundations and Infrastructure,arxiv:language-agents;curated-400;openalex:planning,19,1.0,https://arxiv.org/abs/2309.07870,2309.07870,papers_extra/multi-agent-triaged/0112_2309.07870,papers_extra/multi-agent-triaged/0112_2309.07870/paper.pdf,papers_extra/multi-agent-triaged/0112_2309.07870/source,present,present
113,CompeteAI: Understanding the Competition Behaviors in Large Language Model-based Agents,Zhao et al,2023,2310.17512,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2310.17512,papers_extra/multi-agent-triaged/0113_2310.17512,papers_extra/multi-agent-triaged/0113_2310.17512/paper.pdf,papers_extra/multi-agent-triaged/0113_2310.17512/source,present,present
114,Language Agents with Reinforcement Learning for Strategic Play in the Werewolf Game,Xu et al,2023,2310.18940,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2310.18940,papers_extra/multi-agent-triaged/0114_2310.18940,papers_extra/multi-agent-triaged/0114_2310.18940/paper.pdf,papers_extra/multi-agent-triaged/0114_2310.18940/source,present,present
115,OpenAgents: An Open Platform for Language Agents in the Wild,Xie et al,2023,2310.10634,candidate,bridge,Agent Foundations and Infrastructure,curated-400;openalex:web-agents,11,1.0,http://arxiv.org/abs/2310.10634,2310.10634,papers_extra/multi-agent-triaged/0115_2310.10634,papers_extra/multi-agent-triaged/0115_2310.10634/paper.pdf,papers_extra/multi-agent-triaged/0115_2310.10634/source,present,present
116,ProAgent: Building Proactive Cooperative AI with Large Language Models,Zhang et al,2023,2308.11339,candidate,bridge,Agent Foundations and Infrastructure,curated-400;openalex:human-ai-coordination,3,1.0,http://arxiv.org/abs/2308.11339,2308.11339,papers_extra/multi-agent-triaged/0116_2308.11339,papers_extra/multi-agent-triaged/0116_2308.11339/paper.pdf,papers_extra/multi-agent-triaged/0116_2308.11339/source,present,present
117,S3: Social-network Simulation System with Large Language Model-empowered Agents,Gao et al,2023,2307.14984,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2307.14984,papers_extra/multi-agent-triaged/0117_2307.14984,papers_extra/multi-agent-triaged/0117_2307.14984/paper.pdf,papers_extra/multi-agent-triaged/0117_2307.14984/source,present,present
118,Controlling Large Language Model-based Agents for Large-Scale Decision-Making: An Actor-Critic Approach,Zhang et al,2024,2311.13884,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2311.13884,papers_extra/multi-agent-triaged/0118_2311.13884,papers_extra/multi-agent-triaged/0118_2311.13884/paper.pdf,papers_extra/multi-agent-triaged/0118_2311.13884/source,present,present
119,Are You in a Masquerade? Exploring the Behavior and Impact of Large Language Model Driven Social Bots in Online Social Networks,Li et al,2023,2307.10337,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2307.10337,papers_extra/multi-agent-triaged/0119_2307.10337,papers_extra/multi-agent-triaged/0119_2307.10337/paper.pdf,papers_extra/multi-agent-triaged/0119_2307.10337/source,present,present
120,D-Bot: Database Diagnosis System using Large Language Models,Zhou et al,2023,2312.01454,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2312.01454,papers_extra/multi-agent-triaged/0120_2312.01454,papers_extra/multi-agent-triaged/0120_2312.01454/paper.pdf,papers_extra/multi-agent-triaged/0120_2312.01454/source,present,present
121,GPT4Tools: Teaching Large Language Model to Use Tools via Self-instruction,Yang et al,2023,2305.18752,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2305.18752,papers_extra/multi-agent-triaged/0121_2305.18752,papers_extra/multi-agent-triaged/0121_2305.18752/paper.pdf,papers_extra/multi-agent-triaged/0121_2305.18752/source,present,present
