rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_url,pdf_path,pdf_status,pdf_bytes,pdf_error,source_url,source_path,source_status,source_error,removal_reason,review_confidence,review_batch
412,MatPilot: an LLM-enabled AI Materials Scientist under the Framework of Human-Machine Collaboration,"Ni, Ziqi, Li, Yahao, Hu, Kaijia et al",2024,2411.08063,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:ai-scientist;openalex:scientific-agents,5,0.92,http://arxiv.org/abs/2411.08063,2411.08063,papers_extra/multi-agent-triaged/0412_2411.08063,https://arxiv.org/pdf/2411.08063.pdf,papers_extra/multi-agent-triaged/0412_2411.08063/paper.pdf,present,757006,,https://arxiv.org/e-print/2411.08063,papers_extra/multi-agent-triaged/0412_2411.08063/source,present,,Materials-scientist framework/demo with broad AI-scientist claims but no rigorous task benchmark or comparative multi-agent evaluation.,4,previous-canonical
456,Autonomous network monitoring using LLMs and multi-agent systems,Oluwatosin Oladayo Aramide,2024,https://doi.org/10.30574/wjaets.2024.13.2.0639,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,6,0.92,https://doi.org/10.30574/wjaets.2024.13.2.0639,,,,,unresolved,,,,,unavailable,,Weak venue signal and inspected text is broad and claim-heavy with little apparent rigorous LLM multi-agent evaluation; obvious low-quality corpus noise for this map.,4,batch-10
459,Integrity Beyond the Trust Boundary — External Differential Monitoring in LLM Multi-Agent Systems,"Seki, Takayyuki",2026,https://doi.org/10.5281/zenodo.19329992,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,4,0.89,https://doi.org/10.5281/zenodo.19329992,,,,,unresolved,,,,,unavailable,,Zenodo-only record with no discoverable venue trail or reliable metadata from quick lookup; security framing is relevant but artifact signal is too weak for this corpus pass.,3,batch-11
464,LLM-Based multi-agent system for individual investment in energy and natural resources,"Alexander Zaleski, Jaroslaw A. Chudziak",2025,https://doi.org/10.24425/ijet.2025.153538,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,3,0.87,https://doi.org/10.24425/ijet.2025.153538,,,,,unresolved,,,,,unavailable,,Short narrow investment-advisory platform paper with weak evidence of generalizable multi-agent research contribution; likely demo-level application noise.,3,batch-11
494,Communication Structure Adaptive Control and Collaborative Optimization for Multi-Agent Systems Based on Deepseek Large Language Model,Yi Wang,2025,https://doi.org/10.2139/ssrn.5193257,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:topology,0,0.75,https://doi.org/10.2139/ssrn.5193257,,,,,unresolved,,,,,unavailable,,SSRN single-author preprint with zero citations and no references in Crossref; framing appears to graft DeepSeek/LLM language onto a broad adaptive-control survey without clear LLM multi-agent evidence.,4,batch-12
507,EPM-RL: Reinforcement Learning for On-Premise Product Mapping in E-Commerce,Minhyeong Yu et al,2026,2604.23993,candidate,trend,"Debate, Reasoning, and Aggregation",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.23993,2604.23993,papers_extra/multi-agent-triaged/0507_2604.23993,https://arxiv.org/pdf/2604.23993.pdf,papers_extra/multi-agent-triaged/0507_2604.23993/paper.pdf,present,627638,,https://arxiv.org/e-print/2604.23993,papers_extra/multi-agent-triaged/0507_2604.23993/source,present,,"Primarily a single-model e-commerce product-mapping/RL distillation paper; multi-agent content is incidental, the benchmark is internal/non-public, and the source retains ACM sample-template artifacts.",4,previous-canonical
519,FGDM: Reasoning Aware Multi-Agentic Framework for Software Bug Detection using Chain of Thought and Tree of Thought Prompting,Srita Padmanabhuni et al,2026,2604.24831,candidate,trend,"Debate, Reasoning, and Aggregation",arxiv:llm-multi-agent,0,0.89,https://arxiv.org/abs/2604.24831,2604.24831,papers_extra/multi-agent-triaged/0519_2604.24831,https://arxiv.org/pdf/2604.24831.pdf,papers_extra/multi-agent-triaged/0519_2604.24831/paper.pdf,present,2851431,,https://arxiv.org/e-print/2604.24831,papers_extra/multi-agent-triaged/0519_2604.24831/source,present,,Prompted bug-detection pipeline; evaluation relies on 100 programs and edit/similarity proxies rather than validated bug-fix correctness.,4,previous-canonical
526,A matching problem between two decoupled multi-agent systems with reference tracking capabilities,"Giuseppe Fedele, Luigi D’Alfonso, Boli Chen",2024,https://doi.org/10.1016/j.automatica.2024.112047,candidate,bridge,"Debate, Reasoning, and Aggregation",openalex:emergent-communication,7,0.92,https://doi.org/10.1016/j.automatica.2024.112047,,,,,unresolved,,,,,unavailable,,"Credible Automatica control paper, but quick Crossref/reference inspection shows conventional multi-agent control and matching, not LLM-driven or language-agent work; false positive for this corpus.",5,batch-12
529,Enhancing participatory planning with ChatGPT-assisted planning support systems: a hypothetical case study in Seoul,"Steven Jige Quan, Seojung Lee",2025,https://doi.org/10.1080/12265934.2025.2462823,candidate,trend,"Debate, Reasoning, and Aggregation",openalex:web-agents,12,0.92,https://doi.org/10.1080/12265934.2025.2462823,,,,,unresolved,,,,,unavailable,,"Urban planning journal article about ChatGPT-assisted planning support, with no evidence from metadata/references of a multi-agent LLM system; low multi-agent specificity for this map.",4,batch-12
530,Co-LLaVA: Efficient Remote Sensing Visual Question Answering via Model Collaboration,"Fan Liu, Wenwen Dai, Chuanyi Zhang et al",2025,https://doi.org/10.3390/rs17030466,candidate,trend,"Debate, Reasoning, and Aggregation",openalex:debate,4,0.92,https://doi.org/10.3390/rs17030466,,,,,unresolved,,,,,unavailable,,"Inspected abstract frames Co-LLaVA as LVLM plus contrastive captioner model collaboration that reduces cost versus multi-agent debate, not as a multi-agent LLM system; false positive.",4,batch-12
536,ROSClaw: A Hierarchical Semantic-Physical Framework for Heterogeneous Multi-Agent Collaboration,Rongfeng Zhao et al,2026,2604.04664,candidate,trend,"Debate, Reasoning, and Aggregation",arxiv:collaboration,0,0.85,https://arxiv.org/abs/2604.04664,2604.04664,papers_extra/multi-agent-triaged/0536_2604.04664,https://arxiv.org/pdf/2604.04664.pdf,papers_extra/multi-agent-triaged/0536_2604.04664/paper.pdf,present,18289433,,https://arxiv.org/e-print/2604.04664,papers_extra/multi-agent-triaged/0536_2604.04664/source,present,,"Robotics framework supported mainly by illustrative heterogeneous-robot demos and rough time claims, without systematic baselines or reliability metrics.",4,previous-canonical
538,Privacy-Preserving LLM Infrastructure With Multi-Agent Orchestration And RAG-Driven Retrieval,"Chirag Agarwal, Naresh Erukulla, Rachit Gupta",2026,https://doi.org/10.63278/jicrcr.vi.3596,candidate,trend,"Debate, Reasoning, and Aggregation",openalex:orchestration,0,0.85,https://doi.org/10.63278/jicrcr.vi.3596,,,,,unresolved,,,,,unavailable,,Quick DOI check shows a short generic 2026 OJS article in an off-topic crisis/risk communication journal with broad unverified claims and no visible rigorous multi-agent contribution.,4,batch-13
540,An Intelligent LLM-Powered Personalized Assistant for Digital Banking Using LangGraph and Chain of Thoughts,"Arafat Md Easin, Saha Sourav, Orosz Tamás",2024,https://doi.org/10.1109/sisy62279.2024.10737601,candidate,core,"Debate, Reasoning, and Aggregation",openalex:mobile-agents;openalex:reasoning,20,0.92,https://doi.org/10.1109/sisy62279.2024.10737601,,,,,unresolved,,,,,unavailable,,Metadata describes a single personalized banking assistant using LangGraph and chain-of-thought rather than a multi-agent system; likely corpus noise from broad agent/workflow matching.,3,batch-13
563,LLM-Driven DAG Planning with Topological Execution for Multi-Agent AI Orchestration,"Maluskar, Hrishikesh",2026,https://doi.org/10.5281/zenodo.18911464,candidate,trend,Agent Foundations and Infrastructure,openalex:orchestration,0,0.85,https://openalex.org/W7134179185,,,,,unresolved,,,,,unavailable,,Zenodo page describes a single-author personal assistant system with thin system-specific metrics and broad orchestration claims; too weak and self-published for this pruning pass.,4,batch-13
580,Associative Memory Fields: Zero-Infrastructure Spreading Activation for LLM Multi-Agent Systems,"Seki, Takayuki",2026,https://doi.org/10.5281/zenodo.19426917,candidate,trend,Agent Foundations and Infrastructure,openalex:llm-mas,2,0.84,https://doi.org/10.5281/zenodo.19426917,,,,,unresolved,,,,,unavailable,,Zenodo page describes a Buddys Architecture Series note with only 12 probe queries and highly system-specific memory claims; obvious thin-evidence self-published artifact.,4,batch-13
583,CreativeGame:Toward Mechanic-Aware Creative Game Generation,Hongnan Ma et al,2026,2604.19926,candidate,trend,Agent Foundations and Infrastructure,arxiv:llm-multi-agent,0,0.75,https://arxiv.org/abs/2604.19926,2604.19926,papers_extra/multi-agent-triaged/0583_2604.19926,https://arxiv.org/pdf/2604.19926.pdf,papers_extra/multi-agent-triaged/0583_2604.19926/paper.pdf,present,598181,,https://arxiv.org/e-print/2604.19926,papers_extra/multi-agent-triaged/0583_2604.19926/source,present,,"Game-generation technical report with internal prompts, proxy creativity/playability metrics, and no validated human or benchmark evaluation.",4,previous-canonical
587,Reshaping Robot Trajectories Using Natural Language Commands: A Study of Multi-Modal Data Alignment Using Transformers,"Arthur Bucker, Luis Figueredo, Sami Haddadinl et al",2022,https://doi.org/10.1109/iros47612.2022.9981810,candidate,bridge,Agent Foundations and Infrastructure,openalex:collaboration;openalex:robot-collaboration,43,0.92,https://doi.org/10.1109/iros47612.2022.9981810,,,,,unresolved,,,,,unavailable,,"Credible robotics paper but metadata indicates language-conditioned trajectory reshaping with transformers, not LLM-driven multi-agent coordination; likely source-matching noise.",3,batch-13
588,Q-Learning Algorithms: A Comprehensive Classification and Applications,"Beakcheol Jang, Myeonghwi Kim, Gaspard Harerimana et al",2019,https://doi.org/10.1109/access.2019.2941229,candidate,bridge,Agent Foundations and Infrastructure,openalex:computer-control,591,0.9,https://doi.org/10.1109/access.2019.2941229,,,,,unresolved,,,,,unavailable,,High-citation survey but too broad: Q-learning classification/applications rather than LLM agents or multi-agent coordination; low specificity for this corpus.,3,batch-13
589,Research on Integrity Check Method of Cloud Storage Multi-Copy Data Based on Multi-Agent,"Chunbo Wang, Xiaoqiang Di",2020,https://doi.org/10.1109/access.2020.2966803,candidate,bridge,Agent Foundations and Infrastructure,openalex:workflow-generation,14,0.9,https://doi.org/10.1109/access.2020.2966803,,,,,unresolved,,,,,unavailable,,Cloud-storage integrity checking paper using generic multi-agent terminology; no LLM relevance and little practical value for a multi-agent LLM literature map.,4,batch-13
601,Numerical Instability and Chaos: Quantifying the Unpredictability of Large Language Models,Chashi Mahiul Islam et al,2026,2604.13206,candidate,bridge,Agent Foundations and Infrastructure,arxiv:workflow,0,0.67,https://arxiv.org/abs/2604.13206,2604.13206,papers_extra/multi-agent-triaged/0601_2604.13206,https://arxiv.org/pdf/2604.13206.pdf,papers_extra/multi-agent-triaged/0601_2604.13206/paper.pdf,present,3780829,,https://arxiv.org/e-print/2604.13206,papers_extra/multi-agent-triaged/0601_2604.13206/source,present,,False positive for this map: studies numerical instability in LLM inference with only incidental MAS/agent-workflow discussion.,4,previous-canonical
604,IndexCache: Accelerating Sparse Attention via Cross-Layer Index Reuse,Yushi Bai et al,2026,2603.12201,candidate,bridge,Agent Foundations and Infrastructure,arxiv:workflow,0,0.67,https://arxiv.org/abs/2603.12201,2603.12201,papers_extra/multi-agent-triaged/0604_2603.12201,https://arxiv.org/pdf/2603.12201.pdf,papers_extra/multi-agent-triaged/0604_2603.12201/paper.pdf,present,533208,,https://arxiv.org/e-print/2603.12201,papers_extra/multi-agent-triaged/0604_2603.12201/source,present,,Off-scope corpus noise for this multi-agent map: sparse-attention/inference-acceleration paper with only incidental agentic-workflow motivation and no LLM-agent or multi-agent mechanism.,5,previous-canonical
618,ADAM: An AI Reasoning and Bioinformatics Model for Alzheimer's Disease Detection and Microbiome-Clinical Data Integration,Ziyuan Huang et al,2025,2501.08324,candidate,trend,Benchmarks and Evaluation,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2501.08324,2501.08324,papers_extra/multi-agent-triaged/0618_2501.08324,https://arxiv.org/pdf/2501.08324.pdf,papers_extra/multi-agent-triaged/0618_2501.08324/paper.pdf,present,1542771,,https://arxiv.org/e-print/2501.08324,papers_extra/multi-agent-triaged/0618_2501.08324/source,present,,"Weak MAS contribution in a high-stakes biomedical setting: mostly a sequential XGBoost/SHAP plus GPT-4o summarization/classification pipeline, with no convincing multi-agent ablation and only a small dataset.",4,previous-canonical
624,ART: Adaptive Response Tuning Framework -- A Multi-Agent Tournament-Based Approach to LLM Response Optimization,Omer Jauhar Khan,2025,2512.00617,candidate,trend,Benchmarks and Evaluation,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2512.00617,2512.00617,papers_extra/multi-agent-triaged/0624_2512.00617,https://arxiv.org/pdf/2512.00617.pdf,papers_extra/multi-agent-triaged/0624_2512.00617/paper.pdf,present,841331,,https://arxiv.org/e-print/2512.00617,papers_extra/multi-agent-triaged/0624_2512.00617/source,present,,Tournament-response framework evaluated with mock agents rather than real LLM-agent experiments; broad reliability claims unsupported.,4,previous-canonical
675,Rethinking Software Engineering for Agentic AI Systems,Mamdouh Alenezi,2026,2604.10599,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:workflow,0,0.92,https://arxiv.org/abs/2604.10599,2604.10599,papers_extra/multi-agent-triaged/0675_2604.10599,https://arxiv.org/pdf/2604.10599.pdf,papers_extra/multi-agent-triaged/0675_2604.10599/paper.pdf,present,549477,,https://arxiv.org/e-print/2604.10599,papers_extra/multi-agent-triaged/0675_2604.10599/source,present,,Position/literature-synthesis paper on agentic software engineering with no primary MAS mechanism or empirical evaluation.,4,previous-canonical
716,AI Agents Assisted Platform for Secure Quantum-Classical Networking Education,"Abhishek Parakh, Mahadevan Subramaniam",2025,https://doi.org/10.1145/3769694.3771146,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:gui-agents,1,0.92,https://doi.org/10.1145/3769694.3771146,,,,,unresolved,,,,,unavailable,,Education platform paper appears to use AI agents as instructional tooling rather than making a technical LLM multi-agent contribution; weak corpus fit and low citation signal.,4,batch-15
724,SEMANTIC KERNEL USAGE FOR ORCHESTRATION OF MULTI-AGENT LLM-BASED SYSTEMS TO SOLVE THE TASKS WHICH REQUIRE DYNAMIC INVOLVEMENT OF NEW AGENTS,"Vitalii Kutsan, Vasyl Lyashkevych",2026,https://doi.org/10.70286/isu-15.04.2026.021,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:orchestration,0,0.88,https://doi.org/10.70286/isu-15.04.2026.021,,,,,unresolved,,,,,unavailable,,Zero-citation 2026 article in an obscure venue with a generic all-caps title; metadata suggests a thin Semantic Kernel orchestration writeup rather than a rigorous MAS contribution.,4,batch-15
751,"Sema Code: Decoupling AI Coding Agents into Programmable, Embeddable Infrastructure",Huacan Wang et al,2026,2604.11045,candidate,bridge,"Software, Web, and Computer-Use Agents",arxiv:software-agents,0,0.8,https://arxiv.org/abs/2604.11045,2604.11045,papers_extra/multi-agent-triaged/0751_2604.11045,https://arxiv.org/pdf/2604.11045.pdf,papers_extra/multi-agent-triaged/0751_2604.11045/paper.pdf,present,7792284,,https://arxiv.org/e-print/2604.11045,papers_extra/multi-agent-triaged/0751_2604.11045/source,present,,"Coding-agent architecture/deployment report without a task benchmark, stress test, or comparative agent-quality evaluation.",4,previous-canonical
755,Unified Distributed Computing and Co-ordination in Pervasive/Ubiquitous Networks with Mobile Multi-Agent Systems using a Modular and Portable Agent Code Processing Platform,Stefan Bosse,2015,https://doi.org/10.1016/j.procs.2015.08.312,candidate,bridge,"Software, Web, and Computer-Use Agents",openalex:coding-agents,19,0.92,https://doi.org/10.1016/j.procs.2015.08.312,,,,,unresolved,,,,,unavailable,,"Old mobile-agent distributed-computing platform in Procedia with little evident connection to LLM-driven multi-agent design, evaluation, or agentic workflows; likely field-map noise.",3,batch-15
757,A Multi-agent Reinforcement Learning Study of Evolution of Communication and Teaching under Libertarian and Utilitarian Governing Systems,Aslan S. Dizaji,2024,2403.02369,candidate,bridge,Scientific and Domain Agents,arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2403.02369,2403.02369,papers_extra/multi-agent-triaged/0757_2403.02369,https://arxiv.org/pdf/2403.02369.pdf,papers_extra/multi-agent-triaged/0757_2403.02369/paper.pdf,present,5422895,,https://arxiv.org/e-print/2403.02369,papers_extra/multi-agent-triaged/0757_2403.02369/source,present,,"Corpus noise for an LLM-driven agent map and weak rigor: no LLM component, tentative MARL simulation, one run per parameter setting, and no statistical validation.",5,previous-canonical
761,Agentic LLM Workflows for Generating Patient-Friendly Medical Reports,"Sudarshan, Malavikha, Shih, Sophie, Yee, Estella et al",2024,2408.01112,candidate,core,Scientific and Domain Agents,openalex:medical-agents,8,0.92,http://arxiv.org/abs/2408.01112,2408.01112,papers_extra/multi-agent-triaged/0761_2408.01112,https://arxiv.org/pdf/2408.01112.pdf,papers_extra/multi-agent-triaged/0761_2408.01112/paper.pdf,present,4381709,,https://arxiv.org/e-print/2408.01112,papers_extra/multi-agent-triaged/0761_2408.01112/source,present,,Tiny 16-report radiology workflow demo; broad clinical claims rest on limited Reflexion-style evaluation and weak MAS specificity.,4,previous-canonical
765,ChemGraph-XANES: An Agentic Framework for XANES Simulation and Analysis,Vitor F. Grizzi et al,2026,2604.16205,candidate,trend,Scientific and Domain Agents,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.16205,2604.16205,papers_extra/multi-agent-triaged/0765_2604.16205,https://arxiv.org/pdf/2604.16205.pdf,papers_extra/multi-agent-triaged/0765_2604.16205/paper.pdf,present,951629,,https://arxiv.org/e-print/2604.16205,papers_extra/multi-agent-triaged/0765_2604.16205/source,present,,Agentic XANES workflow/demo; example-based parameter retrieval and execution rather than comparative agent or MAS evidence.,4,previous-canonical
782,MACC: Multi-Agent Collaborative Competition for Scientific Exploration,Satoshi Oyama et al,2026,2603.03780,candidate,trend,Scientific and Domain Agents,arxiv:collaboration,0,0.87,https://arxiv.org/abs/2603.03780,2603.03780,papers_extra/multi-agent-triaged/0782_2603.03780,https://arxiv.org/pdf/2603.03780.pdf,papers_extra/multi-agent-triaged/0782_2603.03780/paper.pdf,present,592094,,https://arxiv.org/e-print/2603.03780,papers_extra/multi-agent-triaged/0782_2603.03780/source,present,,AAMAS Blue Sky architecture/proposal for scientific competitions; no implemented system or empirical evaluation.,4,previous-canonical
783,From Visual Perception to Deep Empathy: An Automated Assessment Framework for House-Tree-Person Drawings Using Multimodal LLMs and Multi-Agent Collaboration,Shuide Wen et al,2025,2512.21360,candidate,trend,Scientific and Domain Agents,arxiv:collaboration,0,0.87,https://arxiv.org/abs/2512.21360,2512.21360,papers_extra/multi-agent-triaged/0783_2512.21360,https://arxiv.org/pdf/2512.21360.pdf,papers_extra/multi-agent-triaged/0783_2512.21360/paper.pdf,present,627430,,https://arxiv.org/e-print/2512.21360,papers_extra/multi-agent-triaged/0783_2512.21360/source,present,,"High-stakes psychological assessment with weak validation: relies on embedding similarity to expert narratives and qualitative cases, with no clinical outcome validation, baselines, calibration, or convincing multi-agent ablation.",5,previous-canonical
790,Learning from Nature to Achieve Material Sustainability: Generative AI for Rigorous Bio-inspired Materials Design,"Rachel K. Luu, Sofia Arevalo, Wei Lu et al",2024,https://doi.org/10.21428/e4baedd9.33bd7449,candidate,core,Scientific and Domain Agents,openalex:scientific-agents,19,0.92,https://doi.org/10.21428/e4baedd9.33bd7449,,,,,unresolved,,,,,unavailable,,General generative-AI materials design article with no explicit multi-agent framing in title or DOI metadata and no abstract evidence of LLM multi-agent specificity.,4,batch-16
802,MountainLion: A Multi-Modal LLM-Based Agent System for Interpretable and Adaptive Financial Trading,"Wu, Siyi, Wang, Junqiao, Guan, Zhaoyang et al",2025,2507.20474,candidate,trend,Scientific and Domain Agents,openalex:finance-agents,0,0.8,http://arxiv.org/abs/2507.20474,2507.20474,papers_extra/multi-agent-triaged/0802_2507.20474,https://arxiv.org/pdf/2507.20474.pdf,papers_extra/multi-agent-triaged/0802_2507.20474/paper.pdf,present,834663,,https://arxiv.org/e-print/2507.20474,papers_extra/multi-agent-triaged/0802_2507.20474/source,present,,"High-stakes financial-trading claims are unsupported; mostly architecture/demo narrative, no credible backtest or risk-adjusted baseline comparison, and multi-agent contribution is superficial.",4,previous-canonical
809,Development of an Easy-to-Use Multi-Agent Platform for Teaching Mobile Robotics,"Gonzalo Farias, Ernesto Fabregas, Emmanuel Peralta et al",2019,https://doi.org/10.1109/access.2019.2913916,candidate,bridge,Scientific and Domain Agents,openalex:software-agents,36,0.92,https://doi.org/10.1109/access.2019.2913916,,,,,unresolved,,,,,unavailable,,IEEE Access robotics education platform from 2019; metadata indicates classical mobile robotics multi-agent teaching software rather than an LLM-agent or LLM multi-agent contribution.,5,batch-17
810,"Influence of next-generation artificial intelligence on headache research, diagnosis and treatment: the junior editorial board members’ vision – part 2","Igor Petrušić, Chia-Chun Chiang, David Garcia-Azorin et al",2025,https://doi.org/10.1186/s10194-024-01944-7,candidate,trend,Scientific and Domain Agents,openalex:ai-scientist,27,0.92,https://doi.org/10.1186/s10194-024-01944-7,,,,,unresolved,,,,,unavailable,,"Medical vision/editorial article about next-generation AI in headache care; no clear LLM-agent, multi-agent system, benchmark, or technical agent contribution in the metadata.",4,batch-17
820,Can Theoretical Physics Research Benefit from Language Agents?,Sirui Lu et al,2025,2506.06214,candidate,trend,Scientific and Domain Agents,arxiv:scientific-agents,0,0.74,https://arxiv.org/abs/2506.06214,2506.06214,papers_extra/multi-agent-triaged/0820_2506.06214,https://arxiv.org/pdf/2506.06214.pdf,papers_extra/multi-agent-triaged/0820_2506.06214/paper.pdf,present,676325,,https://arxiv.org/e-print/2506.06214,papers_extra/multi-agent-triaged/0820_2506.06214/source,present,,Position/vision paper for theoretical-physics language agents; no implemented method or empirical evaluation.,5,previous-canonical
840,Managing Uncertainty in LLM-based Multi-Agent System Operation,Man Zhang et al,2026,2602.23005,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.23005,2602.23005,papers_extra/multi-agent-triaged/0840_2602.23005,https://arxiv.org/pdf/2602.23005.pdf,papers_extra/multi-agent-triaged/0840_2602.23005/paper.pdf,present,3438911,,https://arxiv.org/e-print/2602.23005,papers_extra/multi-agent-triaged/0840_2602.23005/source,present,,"Conceptual uncertainty-management framework with echocardiography case discussion but no concrete experiments, metrics, or baselines.",4,previous-canonical
