rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
870,Kill-Chain Canaries: Stage-Level Tracking of Prompt Injection Across Attack Surfaces and Model Safety Tiers,Haochuan Kevin Wang et al,2026,2603.28013,candidate,trend,"Safety, Security, and Reliability",arxiv:agent-security;arxiv:prompt-injection,0,0.92,https://arxiv.org/abs/2603.28013,2603.28013,papers_extra/multi-agent-triaged/0870_2603.28013,papers_extra/multi-agent-triaged/0870_2603.28013/paper.pdf,papers_extra/multi-agent-triaged/0870_2603.28013/source,present,present
872,SecMate: Multi-Agent Adaptive Cybersecurity Troubleshooting with Tri-Context Personalization,Yair Meidan et al,2026,2604.26394,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.26394,2604.26394,papers_extra/multi-agent-triaged/0872_2604.26394,papers_extra/multi-agent-triaged/0872_2604.26394/paper.pdf,papers_extra/multi-agent-triaged/0872_2604.26394/source,present,present
873,Red-MIRROR: Agentic LLM-based Autonomous Penetration Testing with Reflective Verification and Knowledge-augmented Interaction,Tran Vy Khang et al,2026,2603.27127,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2603.27127,2603.27127,papers_extra/multi-agent-triaged/0873_2603.27127,papers_extra/multi-agent-triaged/0873_2603.27127/paper.pdf,papers_extra/multi-agent-triaged/0873_2603.27127/source,present,present
874,Toward a Safe Internet of Agents,Juan A. Wibowo et al,2025,2512.00520,candidate,trend,"Safety, Security, and Reliability",arxiv:agent-safety,0,0.92,https://arxiv.org/abs/2512.00520,2512.00520,papers_extra/multi-agent-triaged/0874_2512.00520,papers_extra/multi-agent-triaged/0874_2512.00520/paper.pdf,papers_extra/multi-agent-triaged/0874_2512.00520/source,present,present
875,Artificial Leviathan: Exploring Social Evolution of LLM Agents Through the Lens of Hobbesian Social Contract Theory,Gordon Dai et al,2024,2406.14373,candidate,core,"Safety, Security, and Reliability",arxiv:society,0,0.92,https://arxiv.org/abs/2406.14373,2406.14373,papers_extra/multi-agent-triaged/0875_2406.14373,papers_extra/multi-agent-triaged/0875_2406.14373/paper.pdf,papers_extra/multi-agent-triaged/0875_2406.14373/source,present,present
876,InvestESG: A multi-agent reinforcement learning benchmark for studying climate investment as a social dilemma,Xiaoxuan Hou et al,2024,2411.09856,candidate,bridge,"Safety, Security, and Reliability",arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2411.09856,2411.09856,papers_extra/multi-agent-triaged/0876_2411.09856,papers_extra/multi-agent-triaged/0876_2411.09856/paper.pdf,papers_extra/multi-agent-triaged/0876_2411.09856/source,present,present
877,AutoSafeCoder: A Multi-Agent Framework for Securing LLM Code Generation through Static Analysis and Fuzz Testing,"Nunez, Ana, Islam, Nafis Tanveer, Jha, Sumit Kumar et al",2024,2409.10737,candidate,core,"Safety, Security, and Reliability",openalex:coding-agents;openalex:frameworks,3,0.92,http://arxiv.org/abs/2409.10737,2409.10737,papers_extra/multi-agent-triaged/0877_2409.10737,papers_extra/multi-agent-triaged/0877_2409.10737/paper.pdf,papers_extra/multi-agent-triaged/0877_2409.10737/source,present,present
878,An Empirical Study of Group Conformity in Multi-Agent Systems,"Choi, Min, Kim, Keonwoo, Chae, Sungwon et al",2025,2506.01332,candidate,trend,"Safety, Security, and Reliability",openalex:debate,2,0.92,http://arxiv.org/abs/2506.01332,2506.01332,papers_extra/multi-agent-triaged/0878_2506.01332,papers_extra/multi-agent-triaged/0878_2506.01332/paper.pdf,papers_extra/multi-agent-triaged/0878_2506.01332/source,present,present
879,Argus: A Multi-Agent Sensitive Information Leakage Detection Framework Based on Hierarchical Reference Relationships,Bin Wang et al,2025,2512.08326,candidate,trend,"Safety, Security, and Reliability",arxiv:collaboration,0,0.92,https://arxiv.org/abs/2512.08326,2512.08326,papers_extra/multi-agent-triaged/0879_2512.08326,papers_extra/multi-agent-triaged/0879_2512.08326/paper.pdf,papers_extra/multi-agent-triaged/0879_2512.08326/source,present,present
881,HarmonyGuard: Toward Safety and Utility in Web Agents via Adaptive Policy Enhancement and Dual-Objective Optimization,Yurun Chen et al,2025,2508.04010,candidate,trend,"Safety, Security, and Reliability",arxiv:web-agents,0,0.92,https://arxiv.org/abs/2508.04010,2508.04010,papers_extra/multi-agent-triaged/0881_2508.04010,papers_extra/multi-agent-triaged/0881_2508.04010/paper.pdf,papers_extra/multi-agent-triaged/0881_2508.04010/source,present,present
886,Communication Enables Cooperation in LLM Agents: A Comparison with Curriculum-Based Approaches,Hachem Madmoun et al,2025,2510.05748,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2510.05748,2510.05748,papers_extra/multi-agent-triaged/0886_2510.05748,papers_extra/multi-agent-triaged/0886_2510.05748/paper.pdf,papers_extra/multi-agent-triaged/0886_2510.05748/source,present,present
887,Formal Contracts Mitigate Social Dilemmas in Multi-Agent RL,"Haupt, Andreas A., Christoffersen, Phillip J. K., Damani, Mehul et al",2022,2208.10469,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas;openalex:social-dilemmas,5,0.92,http://arxiv.org/abs/2208.10469,2208.10469,papers_extra/multi-agent-triaged/0887_2208.10469,papers_extra/multi-agent-triaged/0887_2208.10469/paper.pdf,papers_extra/multi-agent-triaged/0887_2208.10469/source,present,present
889,Large Language Model Guided Incentive Aware Reward Design for Cooperative Multi-Agent Reinforcement Learning,Dogan Urgun et al,2026,2603.24324,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:marl,0,0.92,https://arxiv.org/abs/2603.24324,2603.24324,papers_extra/multi-agent-triaged/0889_2603.24324,papers_extra/multi-agent-triaged/0889_2603.24324/paper.pdf,papers_extra/multi-agent-triaged/0889_2603.24324/source,present,present
890,Generative Emergent Communication: Large Language Model is a Collective World Model,"Taniguchi, Tadahiro, Ueda, Ryo, Nakamura, Tomoaki et al",2024,2501.00226,candidate,core,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication;openalex:society,2,0.92,http://arxiv.org/abs/2501.00226,2501.00226,papers_extra/multi-agent-triaged/0890_2501.00226,papers_extra/multi-agent-triaged/0890_2501.00226/paper.pdf,papers_extra/multi-agent-triaged/0890_2501.00226/source,present,present
891,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,Zhitao He et al,2025,2502.14496,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:language-agents,0,0.92,https://arxiv.org/abs/2502.14496,2502.14496,papers_extra/multi-agent-triaged/0891_2502.14496,papers_extra/multi-agent-triaged/0891_2502.14496/paper.pdf,papers_extra/multi-agent-triaged/0891_2502.14496/source,present,present
892,AI Mother Tongue: Self-Emergent Communication in MARL via Endogenous Symbol Systems,Hung Ming Liu,2025,2507.10566,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.92,https://arxiv.org/abs/2507.10566,2507.10566,papers_extra/multi-agent-triaged/0892_2507.10566,papers_extra/multi-agent-triaged/0892_2507.10566/paper.pdf,papers_extra/multi-agent-triaged/0892_2507.10566/source,present,present
893,Scalable UAV Multi-Hop Networking via Multi-Agent Reinforcement Learning with Large Language Models,Yanggang Xu et al,2025,2505.08448,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.92,https://arxiv.org/abs/2505.08448,2505.08448,papers_extra/multi-agent-triaged/0893_2505.08448,papers_extra/multi-agent-triaged/0893_2505.08448/paper.pdf,papers_extra/multi-agent-triaged/0893_2505.08448/source,present,present
894,Learning Robust Social Strategies with Large Language Models,Dereck Piche et al,2025,2511.19405,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2511.19405,2511.19405,papers_extra/multi-agent-triaged/0894_2511.19405,papers_extra/multi-agent-triaged/0894_2511.19405/paper.pdf,papers_extra/multi-agent-triaged/0894_2511.19405/source,present,present
895,Integrated Design and Governance of Agentic AI Systems through Adaptive Information Modulation,Qiliang Chen et al,2024,2409.10372,candidate,core,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2409.10372,2409.10372,papers_extra/multi-agent-triaged/0895_2409.10372,papers_extra/multi-agent-triaged/0895_2409.10372/paper.pdf,papers_extra/multi-agent-triaged/0895_2409.10372/source,present,present
897,Trust-Based Social Learning for Communication (TSLEC) Protocol Evolution in Multi-Agent Reinforcement Learning,Abraham Itzhak Weinberg,2025,2511.19562,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.9,https://arxiv.org/abs/2511.19562,2511.19562,papers_extra/multi-agent-triaged/0897_2511.19562,papers_extra/multi-agent-triaged/0897_2511.19562/paper.pdf,papers_extra/multi-agent-triaged/0897_2511.19562/source,present,present
898,"Communicating Plans, Not Percepts: Scalable Multi-Agent Coordination with Embodied World Models",Brennen A. Hill et al,2025,2508.02912,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.9,https://arxiv.org/abs/2508.02912,2508.02912,papers_extra/multi-agent-triaged/0898_2508.02912,papers_extra/multi-agent-triaged/0898_2508.02912/paper.pdf,papers_extra/multi-agent-triaged/0898_2508.02912/source,present,present
899,Towards Language-Augmented Multi-Agent Deep Reinforcement Learning,Maxime Toquebiau et al,2025,2506.05236,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.9,https://arxiv.org/abs/2506.05236,2506.05236,papers_extra/multi-agent-triaged/0899_2506.05236,papers_extra/multi-agent-triaged/0899_2506.05236/paper.pdf,papers_extra/multi-agent-triaged/0899_2506.05236/source,present,present
900,Environmental-Impact Based Multi-Agent Reinforcement Learning,Farinaz Alamiyan-Harandi et al,2023,2311.04240,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.9,https://arxiv.org/abs/2311.04240,2311.04240,papers_extra/multi-agent-triaged/0900_2311.04240,papers_extra/multi-agent-triaged/0900_2311.04240/paper.pdf,papers_extra/multi-agent-triaged/0900_2311.04240/source,present,present
901,LOPT: Learning Optimal Pigovian Tax in Sequential Social Dilemmas,Yun Hua et al,2023,2305.06227,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.9,https://arxiv.org/abs/2305.06227,2305.06227,papers_extra/multi-agent-triaged/0901_2305.06227,papers_extra/multi-agent-triaged/0901_2305.06227/paper.pdf,papers_extra/multi-agent-triaged/0901_2305.06227/source,present,present
902,Improved cooperation by balancing exploration and exploitation in intertemporal social dilemma tasks,Zhenbo Cheng et al,2021,2111.09152,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.9,https://arxiv.org/abs/2111.09152,2111.09152,papers_extra/multi-agent-triaged/0902_2111.09152,papers_extra/multi-agent-triaged/0902_2111.09152/paper.pdf,papers_extra/multi-agent-triaged/0902_2111.09152/source,present,present
903,Re-conceptualising the Language Game Paradigm in the Framework of Multi-Agent Reinforcement Learning,Paul Van Eecke et al,2020,2004.04722,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.9,https://arxiv.org/abs/2004.04722,2004.04722,papers_extra/multi-agent-triaged/0903_2004.04722,papers_extra/multi-agent-triaged/0903_2004.04722/paper.pdf,papers_extra/multi-agent-triaged/0903_2004.04722/source,present,present
904,Rollout-Training Co-Design for Efficient LLM-Based Multi-Agent Reinforcement Learning,Zhida Jiang et al,2026,2602.09578,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:llm-mas,0,0.89,https://arxiv.org/abs/2602.09578,2602.09578,papers_extra/multi-agent-triaged/0904_2602.09578,papers_extra/multi-agent-triaged/0904_2602.09578/paper.pdf,papers_extra/multi-agent-triaged/0904_2602.09578/source,present,present
905,LangMARL: Natural Language Multi-Agent Reinforcement Learning,Huaiyuan Yao et al,2026,2604.00722,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:marl,0,0.89,https://arxiv.org/abs/2604.00722,2604.00722,papers_extra/multi-agent-triaged/0905_2604.00722,papers_extra/multi-agent-triaged/0905_2604.00722/paper.pdf,papers_extra/multi-agent-triaged/0905_2604.00722/source,present,present
906,Zero Shot Coordination for Sparse Reward Tasks with Diverse Reward Shapings,Keenan Powell et al,2026,2604.25076,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:marl,0,0.87,https://arxiv.org/abs/2604.25076,2604.25076,papers_extra/multi-agent-triaged/0906_2604.25076,papers_extra/multi-agent-triaged/0906_2604.25076/paper.pdf,papers_extra/multi-agent-triaged/0906_2604.25076/source,present,present
908,Multi-Agent Curricula and Emergent Implicit Signaling,Niko A. Grupen et al,2021,2106.11156,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.86,https://arxiv.org/abs/2106.11156,2106.11156,papers_extra/multi-agent-triaged/0908_2106.11156,papers_extra/multi-agent-triaged/0908_2106.11156/paper.pdf,papers_extra/multi-agent-triaged/0908_2106.11156/source,present,present
909,Networked Multi-Agent Reinforcement Learning with Emergent Communication,"Gupta, Shubham, Hazra, Rishi, Dukkipati, Ambedkar",2020,2004.02780,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication;openalex:emergent-communication,10,0.92,http://arxiv.org/abs/2004.02780,2004.02780,papers_extra/multi-agent-triaged/0909_2004.02780,papers_extra/multi-agent-triaged/0909_2004.02780/paper.pdf,papers_extra/multi-agent-triaged/0909_2004.02780/source,present,present
910,Emergent Reciprocity and Team Formation from Randomized Uncertain Social Preferences,"Baker, Bowen",2020,2011.05373,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas;openalex:social-dilemmas,5,0.92,http://arxiv.org/abs/2011.05373,2011.05373,papers_extra/multi-agent-triaged/0910_2011.05373,papers_extra/multi-agent-triaged/0910_2011.05373/paper.pdf,papers_extra/multi-agent-triaged/0910_2011.05373/source,present,present
911,Low-Bandwidth Communication Emerges Naturally in Multi-Agent Learning Systems,"Grupen, Niko A., Lee, Daniel D., Selman, Bart",2020,2011.14890,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication;openalex:emergent-communication,4,0.92,http://arxiv.org/abs/2011.14890,2011.14890,papers_extra/multi-agent-triaged/0911_2011.14890,papers_extra/multi-agent-triaged/0911_2011.14890/paper.pdf,papers_extra/multi-agent-triaged/0911_2011.14890/source,present,present
912,Control as Probabilistic Inference as an Emergent Communication Mechanism in Multi-Agent Reinforcement Learning,"Nakamura, Tomoaki, Taniguchi, Akira, Taniguchi, Tadahiro",2023,2307.05004,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication;openalex:emergent-communication,3,0.92,http://arxiv.org/abs/2307.05004,2307.05004,papers_extra/multi-agent-triaged/0912_2307.05004,papers_extra/multi-agent-triaged/0912_2307.05004/paper.pdf,papers_extra/multi-agent-triaged/0912_2307.05004/source,present,present
919,Emergent Cooperation in Quantum Multi-Agent Reinforcement Learning Using Communication,Michael Kölle et al,2026,2601.18419,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas;openalex:emergent-communication,0,0.89,https://arxiv.org/abs/2601.18419,2601.18419,papers_extra/multi-agent-triaged/0919_2601.18419,papers_extra/multi-agent-triaged/0919_2601.18419/paper.pdf,papers_extra/multi-agent-triaged/0919_2601.18419/source,present,present
920,On the Role of Emergent Communication for Social Learning in Multi-Agent Reinforcement Learning,Seth Karten et al,2023,2302.14276,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication;openalex:emergent-communication,0,0.89,https://arxiv.org/abs/2302.14276,2302.14276,papers_extra/multi-agent-triaged/0920_2302.14276,papers_extra/multi-agent-triaged/0920_2302.14276/paper.pdf,papers_extra/multi-agent-triaged/0920_2302.14276/source,present,present
921,Fairness over Equality: Correcting Social Incentives in Asymmetric Sequential Social Dilemmas,Alper Demir et al,2026,2602.15407,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2602.15407,2602.15407,papers_extra/multi-agent-triaged/0921_2602.15407,papers_extra/multi-agent-triaged/0921_2602.15407/paper.pdf,papers_extra/multi-agent-triaged/0921_2602.15407/source,present,present
922,Altruism and Fair Objective in Mixed-Motive Markov games,Yao-hua Franck Xu et al,2026,2602.08389,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2602.08389,2602.08389,papers_extra/multi-agent-triaged/0922_2602.08389,papers_extra/multi-agent-triaged/0922_2602.08389/paper.pdf,papers_extra/multi-agent-triaged/0922_2602.08389/source,present,present
923,Learning Reward Functions for Cooperative Resilience in Multi-Agent Systems,Manuela Chacon-Chamorro et al,2026,2601.22292,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2601.22292,2601.22292,papers_extra/multi-agent-triaged/0923_2601.22292,papers_extra/multi-agent-triaged/0923_2601.22292/paper.pdf,papers_extra/multi-agent-triaged/0923_2601.22292/source,present,present
924,Dynamic Incentivized Cooperation under Changing Rewards,Philipp Altmann et al,2026,2601.06382,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2601.06382,2601.06382,papers_extra/multi-agent-triaged/0924_2601.06382,papers_extra/multi-agent-triaged/0924_2601.06382/paper.pdf,papers_extra/multi-agent-triaged/0924_2601.06382/source,present,present
925,How Exploration Breaks Cooperation in Shared-Policy Multi-Agent Reinforcement Learning,Yi-Ning Weng et al,2026,2601.05509,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2601.05509,2601.05509,papers_extra/multi-agent-triaged/0925_2601.05509,papers_extra/multi-agent-triaged/0925_2601.05509/paper.pdf,papers_extra/multi-agent-triaged/0925_2601.05509/source,present,present
928,DRAMA: A Dynamic Packet Routing Algorithm using Multi-Agent Reinforcement Learning with Emergent Communication,Wang Zhang et al,2025,2504.04438,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.85,https://arxiv.org/abs/2504.04438,2504.04438,papers_extra/multi-agent-triaged/0928_2504.04438,papers_extra/multi-agent-triaged/0928_2504.04438/paper.pdf,papers_extra/multi-agent-triaged/0928_2504.04438/source,present,present
929,Visual Theory of Mind Enables the Invention of Proto-Writing,Benjamin A. Spiegel et al,2025,2502.01568,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.85,https://arxiv.org/abs/2502.01568,2502.01568,papers_extra/multi-agent-triaged/0929_2502.01568,papers_extra/multi-agent-triaged/0929_2502.01568/paper.pdf,papers_extra/multi-agent-triaged/0929_2502.01568/source,present,present
930,Fair Cooperation in Mixed-Motive Games via Conflict-Aware Gradient Adjustment,Woojun Kim et al,2025,2508.17696,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2508.17696,2508.17696,papers_extra/multi-agent-triaged/0930_2508.17696,papers_extra/multi-agent-triaged/0930_2508.17696/paper.pdf,papers_extra/multi-agent-triaged/0930_2508.17696/source,present,present
931,Bidirectional Distillation: A Mixed-Play Framework for Multi-Agent Generalizable Behaviors,Lang Feng et al,2025,2505.11100,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2505.11100,2505.11100,papers_extra/multi-agent-triaged/0931_2505.11100,papers_extra/multi-agent-triaged/0931_2505.11100/paper.pdf,papers_extra/multi-agent-triaged/0931_2505.11100/source,present,present
932,Quantifying the Self-Interest Level of Markov Social Dilemmas,Richard Willis et al,2025,2501.16138,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2501.16138,2501.16138,papers_extra/multi-agent-triaged/0932_2501.16138,papers_extra/multi-agent-triaged/0932_2501.16138/paper.pdf,papers_extra/multi-agent-triaged/0932_2501.16138/source,present,present
934,Emergent Communication Protocol Learning for Task Offloading in Industrial Internet of Things,Salwa Mostafa et al,2024,2401.12914,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.85,https://arxiv.org/abs/2401.12914,2401.12914,papers_extra/multi-agent-triaged/0934_2401.12914,papers_extra/multi-agent-triaged/0934_2401.12914/paper.pdf,papers_extra/multi-agent-triaged/0934_2401.12914/source,present,present
935,"Deterministic Model of Incremental Multi-Agent Boltzmann Q-Learning: Transient Cooperation, Metastability, and Oscillations",David Goll et al,2024,2501.00160,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2501.00160,2501.00160,papers_extra/multi-agent-triaged/0935_2501.00160,papers_extra/multi-agent-triaged/0935_2501.00160/paper.pdf,papers_extra/multi-agent-triaged/0935_2501.00160/source,present,present
936,Achieving Collective Welfare in Multi-Agent Reinforcement Learning via Suggestion Sharing,Yue Jin et al,2024,2412.12326,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2412.12326,2412.12326,papers_extra/multi-agent-triaged/0936_2412.12326,papers_extra/multi-agent-triaged/0936_2412.12326/paper.pdf,papers_extra/multi-agent-triaged/0936_2412.12326/source,present,present
937,Evolutionary Multi-agent Reinforcement Learning in Group Social Dilemmas,Brian Mintz et al,2024,2411.10459,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2411.10459,2411.10459,papers_extra/multi-agent-triaged/0937_2411.10459,papers_extra/multi-agent-triaged/0937_2411.10459/paper.pdf,papers_extra/multi-agent-triaged/0937_2411.10459/source,present,present
938,Learning Nudges for Conditional Cooperation: A Multi-Agent Reinforcement Learning Model,Shatayu Kulkarni et al,2024,2409.09509,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2409.09509,2409.09509,papers_extra/multi-agent-triaged/0938_2409.09509,papers_extra/multi-agent-triaged/0938_2409.09509/paper.pdf,papers_extra/multi-agent-triaged/0938_2409.09509/source,present,present
