rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
571,Intent-Driven Network Management with Multi-Agent LLMs: The Confucius Framework,"Zhaodong Wang, Samuel Lin, Guanqing Yan et al",2025,https://doi.org/10.1145/3718958.3750537,candidate,trend,Agent Foundations and Infrastructure,openalex:frameworks,2,0.89,https://doi.org/10.1145/3718958.3750537,,,,,unresolved,unavailable
576,Application of a System-Wide Trust Strategy when Supervising Multiple Autonomous Agents,"James C. Walliser, Ewart J. de Visser, Tyler H. Shaw",2016,https://doi.org/10.1177/1541931213601031,candidate,bridge,Agent Foundations and Infrastructure,openalex:agentic-design,43,0.92,https://doi.org/10.1177/1541931213601031,,,,,unresolved,unavailable
577,Repurposing Manufacturing Lines on the Fly with Multi-agent Systems for the Web of Things,"Andrei Ciortea, Simon Mayer, Florian Michahelles",2018,https://doi.org/10.65109/lkqg2705,candidate,bridge,Agent Foundations and Infrastructure,openalex:agentic-design,40,0.92,https://doi.org/10.65109/lkqg2705,,,,,unresolved,unavailable
580,Associative Memory Fields: Zero-Infrastructure Spreading Activation for LLM Multi-Agent Systems,"Seki, Takayuki",2026,https://doi.org/10.5281/zenodo.19426917,candidate,trend,Agent Foundations and Infrastructure,openalex:llm-mas,2,0.84,https://doi.org/10.5281/zenodo.19426917,,,,,unresolved,unavailable
581,Program Code Generation: Single LLMs vs. Multi-Agent Systems,"Baskhad Idrisov, Esther Eisenacher, Tim Schlippe",2025,https://doi.org/10.1109/icnlp65360.2025.11108400,candidate,trend,Agent Foundations and Infrastructure,openalex:coding-agents,1,0.81,https://doi.org/10.1109/icnlp65360.2025.11108400,,,,,unresolved,unavailable
587,Reshaping Robot Trajectories Using Natural Language Commands: A Study of Multi-Modal Data Alignment Using Transformers,"Arthur Bucker, Luis Figueredo, Sami Haddadinl et al",2022,https://doi.org/10.1109/iros47612.2022.9981810,candidate,bridge,Agent Foundations and Infrastructure,openalex:collaboration;openalex:robot-collaboration,43,0.92,https://doi.org/10.1109/iros47612.2022.9981810,,,,,unresolved,unavailable
588,Q-Learning Algorithms: A Comprehensive Classification and Applications,"Beakcheol Jang, Myeonghwi Kim, Gaspard Harerimana et al",2019,https://doi.org/10.1109/access.2019.2941229,candidate,bridge,Agent Foundations and Infrastructure,openalex:computer-control,591,0.9,https://doi.org/10.1109/access.2019.2941229,,,,,unresolved,unavailable
589,Research on Integrity Check Method of Cloud Storage Multi-Copy Data Based on Multi-Agent,"Chunbo Wang, Xiaoqiang Di",2020,https://doi.org/10.1109/access.2020.2966803,candidate,bridge,Agent Foundations and Infrastructure,openalex:workflow-generation,14,0.9,https://doi.org/10.1109/access.2020.2966803,,,,,unresolved,unavailable
594,LLM-based agentic systems in medicine and healthcare,"Jianing Qiu, Kyle Lam, Guohao Li et al",2024,https://doi.org/10.1038/s42256-024-00944-1,candidate,bridge,Agent Foundations and Infrastructure,openalex:planning,127,0.85,https://doi.org/10.1038/s42256-024-00944-1,,,,,unresolved,unavailable
595,Streamlining geoscience data analysis with an LLM-driven workflow,"Jiyin Zhang, Cory Clairmont, Xiang Que et al",2024,https://doi.org/10.1016/j.acags.2024.100218,candidate,bridge,Agent Foundations and Infrastructure,openalex:workflow-generation,19,0.85,https://doi.org/10.1016/j.acags.2024.100218,,,,,unresolved,unavailable
